cell_id,sector_name,latitude,longitude,prospectivity_score,confidence_score,ore_grade_pct,exploration_priority_rank,ndvi,lst_celsius,soil_moisture_pct,elevation_m,slope_deg,iron_oxide_index,clay_alteration_index,fault_distance_km
Zone-M235,Sandur Basin (Karnataka),15.00486,76.54313,72.4,96.4,36.2,PRIORITY-2 (Tier B),0.153,33.6,47.0,313.9,15.1,3.339,2.124,3.3
Zone-M539,Sandur Basin (Karnataka),15.13606,76.75619,72.4,88.5,31.8,PRIORITY-2 (Tier B),0.156,40.3,46.3,297.3,14.2,2.823,2.138,13.3
Zone-M230,Keonjhar-Bonai Belt (Odisha),22.19822,84.99728,72.4,86.6,31.6,PRIORITY-2 (Tier B),0.16,36.6,46.0,516.2,14.6,1.888,2.653,11.3
Zone-M270,Keonjhar-Bonai Belt (Odisha),21.4592,86.01012,72.2,87.8,32.6,PRIORITY-2 (Tier B),0.38,34.2,46.9,598.3,21.2,3.725,1.846,5.0
Zone-M295,Sandur Basin (Karnataka),14.43153,76.63945,72.2,96.2,36.9,PRIORITY-2 (Tier B),0.4,28.3,50.9,580.3,19.6,2.762,1.797,4.8
Zone-M119,Sandur Basin (Karnataka),15.35154,76.33863,72.2,95.4,33.9,PRIORITY-2 (Tier B),0.289,35.0,46.9,519.0,18.0,3.471,2.535,5.3
Zone-M118,Keonjhar-Bonai Belt (Odisha),21.82793,85.45413,72.1,91.7,34.0,PRIORITY-2 (Tier B),0.447,30.0,35.7,623.6,18.8,3.264,2.254,5.5
Zone-M419,Sandur Basin (Karnataka),14.29188,76.36751,72.1,91.2,37.6,PRIORITY-2 (Tier B),0.173,34.6,37.1,482.3,8.2,3.359,1.238,5.5
Zone-M497,Bhandara-Nagpur Corridor (MH),21.49911,79.8053,72.1,93.2,33.7,PRIORITY-2 (Tier B),0.211,36.9,28.6,678.9,9.3,2.386,2.596,1.1
Zone-M358,Keonjhar-Bonai Belt (Odisha),22.29808,85.09472,72.1,91.0,34.8,PRIORITY-2 (Tier B),0.399,39.1,22.0,529.5,8.4,2.258,2.511,4.1
Zone-M530,Keonjhar-Bonai Belt (Odisha),21.81239,84.86555,72.0,89.2,34.1,PRIORITY-2 (Tier B),0.402,40.0,19.0,261.7,9.3,3.637,1.393,10.3
Zone-M122,Keonjhar-Bonai Belt (Odisha),21.4522,85.64097,71.9,84.3,34.4,PRIORITY-2 (Tier B),0.438,39.7,42.8,408.1,7.5,2.129,1.575,8.0
Zone-M109,Bhandara-Nagpur Corridor (MH),20.29034,79.79512,71.8,88.2,34.7,PRIORITY-2 (Tier B),0.431,32.5,35.8,543.4,11.3,3.841,2.644,4.1
Zone-M514,Keonjhar-Bonai Belt (Odisha),22.11401,85.06622,71.8,88.3,34.6,PRIORITY-2 (Tier B),0.444,36.8,31.6,296.6,23.7,3.524,1.622,1.7
Zone-M227,Sandur Basin (Karnataka),14.81755,75.75327,71.8,95.9,33.8,PRIORITY-2 (Tier B),0.38,32.4,42.5,421.3,9.1,3.566,1.258,12.7
Zone-M473,Bhandara-Nagpur Corridor (MH),20.79305,80.53903,71.7,84.7,32.7,PRIORITY-2 (Tier B),0.219,34.6,21.7,383.2,12.0,1.921,2.075,12.5
Zone-M331,Sandur Basin (Karnataka),14.45237,77.04449,71.6,92.7,38.5,PRIORITY-2 (Tier B),0.352,30.4,35.0,409.5,21.4,3.126,1.999,2.3
Zone-M376,Balaghat Belt (MP),21.61556,80.26176,71.6,86.0,34.8,PRIORITY-2 (Tier B),0.393,28.6,31.8,297.4,21.6,2.97,1.547,7.4
Zone-M115,Sandur Basin (Karnataka),15.3948,77.01379,71.4,87.0,35.8,PRIORITY-2 (Tier B),0.227,38.5,41.0,610.6,17.2,2.993,1.341,5.7
Zone-M300,Balaghat Belt (MP),21.65976,80.41542,71.3,89.5,33.1,PRIORITY-2 (Tier B),0.316,29.0,39.9,671.3,7.8,3.464,2.562,13.3
Zone-M326,Keonjhar-Bonai Belt (Odisha),21.52809,85.87745,71.2,86.0,32.3,PRIORITY-2 (Tier B),0.173,29.0,22.4,525.5,21.6,3.51,2.228,2.3
Zone-M303,Sandur Basin (Karnataka),14.67677,75.98886,71.2,95.9,33.6,PRIORITY-2 (Tier B),0.31,33.0,46.5,335.5,15.3,2.553,2.185,4.0
Zone-M528,Balaghat Belt (MP),21.81917,80.05857,71.1,84.9,39.9,PRIORITY-2 (Tier B),0.346,35.0,45.6,443.2,7.0,3.161,1.459,12.3
Zone-M444,Balaghat Belt (MP),21.75248,80.26484,71.1,88.7,35.8,PRIORITY-2 (Tier B),0.25,35.6,21.4,538.0,7.4,2.452,1.955,11.3
Zone-M301,Bhandara-Nagpur Corridor (MH),21.14854,79.89028,70.9,93.0,36.1,PRIORITY-2 (Tier B),0.202,37.0,41.7,294.8,15.3,3.42,1.948,1.0
Zone-M400,Balaghat Belt (MP),21.87865,79.81837,70.9,92.0,33.3,PRIORITY-2 (Tier B),0.391,28.6,34.9,537.1,9.0,2.446,2.12,12.7
Zone-M264,Balaghat Belt (MP),21.65974,79.90303,70.9,91.6,33.9,PRIORITY-2 (Tier B),0.213,30.9,35.7,222.5,4.2,2.26,1.255,2.2
Zone-M161,Bhandara-Nagpur Corridor (MH),21.14022,79.71647,70.8,93.4,33.5,PRIORITY-2 (Tier B),0.189,40.6,23.2,307.7,4.7,2.791,2.047,1.7
Zone-M409,Bhandara-Nagpur Corridor (MH),21.08402,79.20064,70.8,84.7,30.8,PRIORITY-2 (Tier B),0.318,40.6,30.3,319.5,12.9,1.902,2.431,11.7
Zone-M549,Bhandara-Nagpur Corridor (MH),21.62926,79.80346,70.7,91.1,32.4,PRIORITY-2 (Tier B),0.406,34.0,53.7,428.0,6.9,2.618,2.628,5.0
Zone-M142,Keonjhar-Bonai Belt (Odisha),21.91497,84.92405,70.7,95.2,35.7,PRIORITY-2 (Tier B),0.276,37.3,21.9,308.5,4.8,2.155,1.618,3.1
Zone-M243,Sandur Basin (Karnataka),14.78709,76.23764,70.7,87.1,34.1,PRIORITY-2 (Tier B),0.21,38.6,33.0,577.3,5.3,2.824,1.25,1.6
Zone-M386,Keonjhar-Bonai Belt (Odisha),21.32441,85.5433,70.5,95.1,32.1,PRIORITY-2 (Tier B),0.416,32.2,24.2,409.2,8.8,3.212,2.439,9.7
Zone-M519,Sandur Basin (Karnataka),15.27197,76.08944,70.2,87.2,31.1,PRIORITY-2 (Tier B),0.406,37.4,32.9,444.4,8.1,3.116,1.738,13.9
Zone-M481,Bhandara-Nagpur Corridor (MH),20.88599,79.71273,70.0,90.4,35.6,PRIORITY-2 (Tier B),0.205,32.4,18.5,359.5,23.3,3.784,1.702,8.3
Zone-M387,Sandur Basin (Karnataka),14.96735,76.96382,70.0,88.5,34.7,PRIORITY-2 (Tier B),0.342,31.8,18.2,676.6,7.1,3.876,2.666,11.3
Zone-M158,Keonjhar-Bonai Belt (Odisha),22.46693,85.09551,69.9,96.3,33.5,PRIORITY-2 (Tier B),0.397,29.7,51.8,620.2,14.4,3.042,1.799,1.5
Zone-M203,Sandur Basin (Karnataka),15.40193,76.49261,69.8,94.5,35.0,PRIORITY-2 (Tier B),0.432,37.6,34.9,504.2,21.4,2.998,1.246,13.1
Zone-M163,Sandur Basin (Karnataka),14.97143,76.52564,69.7,92.2,34.7,PRIORITY-2 (Tier B),0.129,31.1,24.2,529.1,4.4,2.019,2.4,3.2
Zone-M329,Bhandara-Nagpur Corridor (MH),20.78703,79.80079,69.5,92.7,32.1,PRIORITY-2 (Tier B),0.196,29.6,21.6,220.9,18.4,3.338,1.972,2.9
Zone-M371,Sandur Basin (Karnataka),14.5567,76.75379,69.4,88.3,32.2,PRIORITY-2 (Tier B),0.137,28.7,42.7,430.6,8.5,3.089,1.579,8.4
Zone-M177,Bhandara-Nagpur Corridor (MH),20.52122,79.14289,69.3,95.9,31.7,PRIORITY-2 (Tier B),0.379,29.3,31.7,624.4,22.9,2.782,2.12,3.0
Zone-M255,Sandur Basin (Karnataka),15.04909,76.9788,69.2,85.6,32.7,PRIORITY-2 (Tier B),0.343,32.6,42.5,252.0,7.5,3.597,1.541,11.8
Zone-M383,Sandur Basin (Karnataka),14.77415,76.87705,69.1,90.9,31.4,PRIORITY-2 (Tier B),0.137,34.0,48.3,590.6,8.5,2.275,2.426,13.1
Zone-M352,Balaghat Belt (MP),22.11608,79.92009,69.0,86.9,34.8,PRIORITY-2 (Tier B),0.163,31.6,29.2,530.0,5.3,2.242,2.414,2.7
Zone-M147,Sandur Basin (Karnataka),14.50587,76.87945,69.0,87.0,32.6,PRIORITY-2 (Tier B),0.154,30.1,24.8,293.9,7.7,2.399,1.46,12.6
Zone-M233,Bhandara-Nagpur Corridor (MH),21.42435,79.95847,68.8,90.8,31.8,PRIORITY-2 (Tier B),0.445,41.1,16.7,295.8,6.6,3.325,2.427,3.6
Zone-M366,Keonjhar-Bonai Belt (Odisha),21.89583,84.84092,68.6,87.1,38.4,PRIORITY-2 (Tier B),0.275,37.3,45.0,566.8,15.6,3.699,2.426,10.8
Zone-M349,Bhandara-Nagpur Corridor (MH),20.5835,80.11742,68.4,91.6,32.9,PRIORITY-2 (Tier B),0.411,40.4,41.4,317.2,21.3,3.661,1.495,10.5
Zone-M155,Sandur Basin (Karnataka),15.53293,76.69071,68.3,94.3,30.9,PRIORITY-2 (Tier B),0.157,39.9,20.1,402.8,19.9,2.115,1.544,10.3
Zone-M467,Sandur Basin (Karnataka),15.49101,75.97849,68.3,95.7,33.6,PRIORITY-2 (Tier B),0.31,29.8,38.3,572.5,12.1,3.648,2.173,12.7
Zone-M145,Bhandara-Nagpur Corridor (MH),21.14916,80.05682,67.8,89.6,32.1,PRIORITY-2 (Tier B),0.296,31.4,25.8,393.6,4.4,2.476,1.517,5.1
Zone-M101,Bhandara-Nagpur Corridor (MH),20.95412,79.42943,67.6,90.6,33.9,PRIORITY-2 (Tier B),0.263,32.1,39.5,284.2,9.8,2.569,1.884,11.2
Zone-M287,Sandur Basin (Karnataka),14.53,76.54017,67.6,84.7,34.0,PRIORITY-2 (Tier B),0.367,32.4,15.0,455.1,4.9,2.38,2.26,1.6
Zone-M381,Bhandara-Nagpur Corridor (MH),20.87105,79.55561,67.3,86.9,31.4,PRIORITY-2 (Tier B),0.128,39.7,54.0,282.3,8.6,3.624,2.59,6.3
Zone-M141,Bhandara-Nagpur Corridor (MH),21.13529,79.98449,67.3,96.3,35.2,PRIORITY-2 (Tier B),0.283,32.6,40.3,330.5,5.5,2.071,1.392,2.8
Zone-M454,Keonjhar-Bonai Belt (Odisha),22.01366,85.00529,67.3,87.6,31.6,PRIORITY-2 (Tier B),0.367,34.8,23.6,664.9,18.3,3.81,1.841,7.1
Zone-M439,Sandur Basin (Karnataka),15.04805,76.39117,67.2,89.6,29.9,PRIORITY-2 (Tier B),0.343,35.1,49.5,618.4,4.2,3.434,1.891,13.9
Zone-M457,Bhandara-Nagpur Corridor (MH),21.46256,79.41917,67.1,89.9,29.1,PRIORITY-2 (Tier B),0.402,32.8,49.8,260.5,19.5,3.58,1.473,6.5
Zone-M266,Keonjhar-Bonai Belt (Odisha),22.60554,85.27574,67.1,89.3,34.8,PRIORITY-2 (Tier B),0.256,40.7,43.6,499.6,10.2,3.53,2.633,11.6
Zone-M503,Sandur Basin (Karnataka),15.10872,76.34234,67.1,88.4,30.1,PRIORITY-2 (Tier B),0.317,31.8,16.1,558.2,16.5,3.02,2.313,9.7
Zone-M159,Sandur Basin (Karnataka),15.4013,76.34602,67.0,95.5,36.3,PRIORITY-2 (Tier B),0.234,32.9,44.5,428.0,8.5,2.75,1.411,3.1
Zone-M489,Bhandara-Nagpur Corridor (MH),20.99842,79.50671,66.8,91.8,34.0,PRIORITY-2 (Tier B),0.3,29.8,26.6,329.8,8.3,2.663,2.256,3.7
Zone-M189,Bhandara-Nagpur Corridor (MH),21.53974,79.85639,66.7,85.6,31.9,PRIORITY-2 (Tier B),0.346,34.0,23.0,446.1,5.3,3.022,1.603,11.3
Zone-M334,Keonjhar-Bonai Belt (Odisha),22.24341,85.04973,66.5,94.7,32.1,PRIORITY-2 (Tier B),0.411,34.5,18.0,398.4,20.1,3.694,1.505,1.7
Zone-M291,Sandur Basin (Karnataka),15.45054,76.43797,66.4,92.2,30.7,PRIORITY-2 (Tier B),0.276,40.3,23.6,531.8,16.2,2.42,1.405,9.4
Zone-M111,Sandur Basin (Karnataka),14.8474,76.8206,66.2,91.9,28.9,PRIORITY-2 (Tier B),0.329,35.5,18.6,604.2,10.4,2.192,1.261,8.6
Zone-M217,Bhandara-Nagpur Corridor (MH),21.56048,79.13989,66.0,85.9,34.1,PRIORITY-2 (Tier B),0.448,41.0,36.6,607.3,14.4,3.11,1.334,10.8
Zone-M190,Keonjhar-Bonai Belt (Odisha),21.54922,84.54418,65.8,91.5,36.0,PRIORITY-2 (Tier B),0.216,37.7,49.4,578.7,4.8,2.809,1.357,4.0
Zone-M357,Bhandara-Nagpur Corridor (MH),20.85446,79.81888,65.6,87.5,30.7,PRIORITY-2 (Tier B),0.192,30.6,48.0,351.4,22.5,3.837,2.057,2.7
Zone-M311,Sandur Basin (Karnataka),14.95321,76.78681,65.3,88.3,30.1,PRIORITY-2 (Tier B),0.231,41.7,49.3,542.5,18.5,2.98,2.621,7.4
Zone-M477,Bhandara-Nagpur Corridor (MH),21.50678,79.60885,65.2,85.6,32.2,PRIORITY-2 (Tier B),0.218,38.9,33.9,324.6,7.3,2.499,2.61,5.3
Zone-M215,Sandur Basin (Karnataka),14.85229,76.56171,65.2,90.8,29.7,PRIORITY-2 (Tier B),0.41,37.1,36.3,369.2,10.7,3.206,2.691,9.5
Zone-M412,Balaghat Belt (MP),21.76532,79.95576,65.1,88.8,27.1,PRIORITY-2 (Tier B),0.397,30.0,35.2,248.5,5.4,3.005,2.049,12.4
Zone-M469,Bhandara-Nagpur Corridor (MH),21.11025,79.54673,65.1,96.3,31.2,PRIORITY-2 (Tier B),0.189,29.8,23.1,573.8,12.5,2.987,1.232,1.3
Zone-M131,Sandur Basin (Karnataka),15.26415,77.02526,65.0,94.3,30.6,PRIORITY-3 (Tier C),0.353,29.1,18.4,673.9,11.5,2.578,2.419,13.3
Zone-M495,Sandur Basin (Karnataka),15.04251,76.26826,64.8,85.7,34.3,PRIORITY-3 (Tier C),0.348,39.1,21.5,268.0,6.9,3.642,1.992,7.0
Zone-M405,Bhandara-Nagpur Corridor (MH),20.87332,79.49813,64.7,93.2,31.5,PRIORITY-3 (Tier C),0.189,28.8,37.1,493.8,21.4,3.012,1.718,11.4
Zone-M499,Sandur Basin (Karnataka),14.96812,77.19692,64.7,89.9,32.0,PRIORITY-3 (Tier C),0.426,37.0,27.5,461.6,5.3,3.842,1.74,7.1
Zone-M407,Sandur Basin (Karnataka),15.44074,76.661,64.5,91.9,32.3,PRIORITY-3 (Tier C),0.393,39.0,26.1,652.8,6.5,3.638,2.656,3.1
Zone-M483,Sandur Basin (Karnataka),15.83346,76.53581,64.5,92.7,33.6,PRIORITY-3 (Tier C),0.29,41.9,39.5,390.6,19.4,2.158,1.777,5.4
Zone-M195,Sandur Basin (Karnataka),14.74165,76.7475,64.4,84.4,30.2,PRIORITY-3 (Tier C),0.205,34.5,49.7,554.5,18.9,2.694,1.719,5.7
Zone-M224,Balaghat Belt (MP),22.14234,79.58604,64.1,85.6,28.8,PRIORITY-3 (Tier C),0.413,34.3,22.8,389.2,12.3,3.538,2.3,11.0
Zone-M415,Sandur Basin (Karnataka),15.11312,76.7276,64.1,88.9,28.4,PRIORITY-3 (Tier C),0.198,29.4,22.2,586.9,17.6,2.949,1.913,13.0
Zone-M299,Sandur Basin (Karnataka),15.08114,75.98079,64.1,87.4,30.1,PRIORITY-3 (Tier C),0.386,34.4,36.9,419.1,4.9,2.148,1.868,3.6
Zone-M293,Bhandara-Nagpur Corridor (MH),20.6519,79.1738,64.0,89.1,35.5,PRIORITY-3 (Tier C),0.295,36.3,15.4,433.5,23.3,2.89,2.216,4.9
Zone-M206,Keonjhar-Bonai Belt (Odisha),21.67212,85.30623,63.7,89.0,33.1,PRIORITY-3 (Tier C),0.35,33.4,32.9,329.3,11.5,2.277,1.31,8.8
Zone-M479,Sandur Basin (Karnataka),15.05065,76.16222,63.6,84.3,26.6,PRIORITY-3 (Tier C),0.379,28.1,45.5,630.9,12.7,2.925,1.915,5.9
Zone-M391,Sandur Basin (Karnataka),15.26559,76.08931,63.5,84.7,28.9,PRIORITY-3 (Tier C),0.163,36.5,49.0,240.7,18.7,2.517,1.918,13.1
Zone-M185,Bhandara-Nagpur Corridor (MH),21.02385,79.72335,63.4,91.8,28.4,PRIORITY-3 (Tier C),0.135,40.2,53.9,665.7,19.0,2.073,2.337,1.1
Zone-M441,Bhandara-Nagpur Corridor (MH),20.97188,80.08255,63.4,86.9,31.7,PRIORITY-3 (Tier C),0.143,30.6,37.2,354.0,12.3,2.591,2.514,12.7
Zone-M511,Sandur Basin (Karnataka),15.11966,76.50985,63.3,84.8,28.5,PRIORITY-3 (Tier C),0.208,40.8,40.3,551.7,9.1,3.311,1.242,5.8
Zone-M103,Sandur Basin (Karnataka),14.77353,76.49339,63.2,95.4,30.1,PRIORITY-3 (Tier C),0.205,37.3,27.5,459.2,14.9,2.188,2.654,11.0
Zone-M452,Balaghat Belt (MP),21.78757,80.39452,63.1,95.4,30.4,PRIORITY-3 (Tier C),0.308,38.7,47.5,377.3,12.7,3.582,1.745,11.3
Zone-M267,Sandur Basin (Karnataka),15.12346,76.33483,62.9,88.8,29.3,PRIORITY-3 (Tier C),0.271,33.2,19.8,412.7,19.0,1.949,1.32,5.5
Zone-M543,Sandur Basin (Karnataka),15.30487,76.48912,62.7,95.8,29.4,PRIORITY-3 (Tier C),0.205,32.7,31.1,243.6,13.9,2.059,1.801,5.4
Zone-M327,Sandur Basin (Karnataka),14.77766,76.15902,62.6,90.7,32.9,PRIORITY-3 (Tier C),0.238,33.0,48.1,583.1,10.2,3.719,2.629,5.1
Zone-M455,Sandur Basin (Karnataka),15.09793,76.88233,62.1,89.6,27.9,PRIORITY-3 (Tier C),0.161,30.9,15.0,238.1,23.5,2.309,2.195,11.9
Zone-M538,Keonjhar-Bonai Belt (Odisha),22.01454,85.5479,62.1,85.9,29.4,PRIORITY-3 (Tier C),0.214,33.3,45.3,468.2,5.5,1.838,1.353,6.2
Zone-M168,Balaghat Belt (MP),22.39292,80.58575,62.0,90.5,32.0,PRIORITY-3 (Tier C),0.135,30.3,44.5,258.1,16.1,2.315,1.784,4.6
Zone-M436,Balaghat Belt (MP),22.15845,80.86127,61.9,93.8,32.9,PRIORITY-3 (Tier C),0.185,39.5,40.9,412.7,13.2,2.339,2.328,7.6
Zone-M537,Bhandara-Nagpur Corridor (MH),21.35767,79.56648,61.8,92.8,28.8,PRIORITY-3 (Tier C),0.337,41.8,25.6,529.1,5.0,2.039,1.206,14.0
Zone-M165,Bhandara-Nagpur Corridor (MH),20.60567,80.39117,61.7,88.7,30.9,PRIORITY-3 (Tier C),0.315,31.8,40.0,408.3,15.0,2.716,1.642,13.3
Zone-M285,Bhandara-Nagpur Corridor (MH),21.05091,79.91601,61.6,92.0,29.6,PRIORITY-3 (Tier C),0.443,36.4,29.3,518.0,6.5,3.666,1.955,6.7
Zone-M187,Sandur Basin (Karnataka),15.41656,77.00869,61.6,95.8,31.5,PRIORITY-3 (Tier C),0.259,36.9,30.9,346.1,23.7,2.66,2.541,3.8
Zone-M223,Sandur Basin (Karnataka),14.8734,76.52807,61.3,85.5,30.0,PRIORITY-3 (Tier C),0.22,29.4,42.7,248.7,14.2,3.893,2.421,8.9
Zone-M153,Bhandara-Nagpur Corridor (MH),21.05996,80.19644,61.3,87.8,33.5,PRIORITY-3 (Tier C),0.367,35.0,24.3,633.8,11.7,2.941,2.56,9.0
Zone-M365,Bhandara-Nagpur Corridor (MH),21.4572,80.08612,61.2,85.0,31.6,PRIORITY-3 (Tier C),0.266,31.7,28.7,603.9,22.7,2.19,1.759,13.1
Zone-M443,Sandur Basin (Karnataka),15.2255,76.38626,61.0,95.9,28.9,PRIORITY-3 (Tier C),0.201,40.0,21.8,612.8,4.3,2.875,2.354,13.1
Zone-M251,Sandur Basin (Karnataka),15.00034,76.7192,61.0,95.2,30.0,PRIORITY-3 (Tier C),0.336,30.1,32.6,503.0,5.7,3.653,2.405,7.5
Zone-M127,Sandur Basin (Karnataka),15.3455,76.38741,60.9,92.7,29.7,PRIORITY-3 (Tier C),0.328,40.3,44.4,589.6,9.6,2.173,2.326,11.5
Zone-M279,Sandur Basin (Karnataka),15.27194,76.29616,60.8,90.2,33.6,PRIORITY-3 (Tier C),0.311,40.1,54.2,407.5,20.6,3.406,2.06,13.4
Zone-M463,Sandur Basin (Karnataka),15.05001,75.99153,60.6,85.3,29.1,PRIORITY-3 (Tier C),0.396,31.4,22.8,452.3,19.4,1.93,2.065,2.4
Zone-M423,Sandur Basin (Karnataka),15.1233,76.83932,59.7,86.5,29.9,PRIORITY-3 (Tier C),0.201,32.3,37.2,490.5,12.5,3.092,1.322,2.0
Zone-M143,Sandur Basin (Karnataka),14.64977,76.48296,59.7,92.6,32.8,PRIORITY-3 (Tier C),0.133,39.2,40.1,257.6,21.5,3.734,1.292,4.5
Zone-M305,Bhandara-Nagpur Corridor (MH),21.59154,79.47973,59.4,86.6,34.9,PRIORITY-3 (Tier C),0.315,30.6,28.3,613.3,8.1,1.949,1.304,13.2
Zone-M241,Bhandara-Nagpur Corridor (MH),20.97111,79.974,59.4,95.8,28.0,PRIORITY-3 (Tier C),0.206,34.0,49.9,607.3,7.7,3.486,1.887,7.2
Zone-M487,Sandur Basin (Karnataka),14.60797,76.12262,59.4,88.0,32.1,PRIORITY-3 (Tier C),0.183,32.3,54.0,409.1,12.9,3.011,2.675,4.0
Zone-M347,Sandur Basin (Karnataka),15.41388,76.92718,59.3,86.0,26.6,PRIORITY-3 (Tier C),0.33,36.4,22.2,544.4,13.1,3.202,2.456,3.0
Zone-M351,Sandur Basin (Karnataka),14.88011,76.48781,59.2,89.9,29.5,PRIORITY-3 (Tier C),0.209,29.4,21.7,287.7,23.5,3.395,2.652,6.6
Zone-M162,Keonjhar-Bonai Belt (Odisha),21.63526,85.9016,59.1,89.0,26.1,PRIORITY-3 (Tier C),0.305,30.2,22.3,616.4,22.9,2.584,1.606,9.3
Zone-M462,Keonjhar-Bonai Belt (Odisha),20.82071,85.31138,58.9,95.5,28.6,PRIORITY-3 (Tier C),0.124,35.7,44.6,443.1,5.7,3.842,1.977,8.9
Zone-M502,Keonjhar-Bonai Belt (Odisha),21.99835,85.57209,58.5,90.8,29.3,PRIORITY-3 (Tier C),0.15,38.6,38.3,305.8,7.8,2.187,1.286,8.6
Zone-M480,Balaghat Belt (MP),22.19406,79.55374,58.4,87.5,26.7,PRIORITY-3 (Tier C),0.436,30.0,38.2,350.0,9.6,2.65,2.698,1.5
Zone-M339,Sandur Basin (Karnataka),14.89091,76.19718,58.3,89.3,29.1,PRIORITY-3 (Tier C),0.42,35.1,22.5,255.4,17.9,2.604,2.433,9.5
Zone-M269,Bhandara-Nagpur Corridor (MH),21.15867,79.33719,58.0,90.1,28.9,PRIORITY-3 (Tier C),0.31,28.6,19.9,477.0,10.9,3.331,2.178,12.0
Zone-M353,Bhandara-Nagpur Corridor (MH),21.42198,79.4903,57.9,91.0,27.9,PRIORITY-3 (Tier C),0.385,29.9,38.2,452.5,6.9,3.11,1.61,7.2
Zone-M493,Bhandara-Nagpur Corridor (MH),21.24376,80.60686,57.7,86.3,27.7,PRIORITY-3 (Tier C),0.286,32.5,25.3,433.4,6.7,3.748,2.502,10.1
Zone-M135,Sandur Basin (Karnataka),15.04672,76.89171,57.7,86.4,26.0,PRIORITY-3 (Tier C),0.273,32.9,38.3,255.8,23.5,3.871,2.247,7.9
Zone-M307,Sandur Basin (Karnataka),15.28707,75.65457,57.2,87.8,29.2,PRIORITY-3 (Tier C),0.196,28.0,44.2,664.7,8.5,3.192,2.313,12.0
Zone-M319,Sandur Basin (Karnataka),15.43697,76.90479,57.1,87.4,25.4,PRIORITY-3 (Tier C),0.317,40.1,52.9,268.7,7.1,3.784,2.305,12.5
Zone-M535,Sandur Basin (Karnataka),15.05024,76.68178,56.9,89.7,28.6,PRIORITY-3 (Tier C),0.371,30.9,43.4,229.7,12.4,3.429,1.708,8.2
Zone-M378,Keonjhar-Bonai Belt (Odisha),22.29024,85.35614,56.7,95.4,29.1,PRIORITY-3 (Tier C),0.203,39.8,34.4,456.5,10.2,3.003,1.688,1.3
Zone-M403,Sandur Basin (Karnataka),15.02558,76.37698,56.5,92.2,26.9,PRIORITY-3 (Tier C),0.449,34.3,29.2,404.3,6.3,3.655,1.822,5.9
Zone-M171,Sandur Basin (Karnataka),14.75367,76.87532,56.2,85.1,24.6,PRIORITY-3 (Tier C),0.423,29.9,53.0,425.2,7.7,2.938,2.509,10.5
Zone-M167,Sandur Basin (Karnataka),14.69347,76.58529,55.1,90.9,25.2,PRIORITY-3 (Tier C),0.335,39.6,23.3,225.1,6.7,3.69,2.511,8.7
Zone-M355,Sandur Basin (Karnataka),15.44716,76.59789,55.1,90.1,27.2,PRIORITY-3 (Tier C),0.365,34.9,34.3,605.6,11.2,3.606,1.81,5.1
Zone-M360,Balaghat Belt (MP),21.91227,80.10507,54.9,93.5,30.2,PRIORITY-3 (Tier C),0.171,34.8,32.2,494.6,24.0,3.416,1.797,11.7
Zone-M507,Sandur Basin (Karnataka),15.14874,76.53434,54.3,88.4,27.9,PRIORITY-3 (Tier C),0.306,31.5,51.6,342.2,21.9,2.017,2.185,12.8
Zone-M459,Sandur Basin (Karnataka),15.17997,76.60945,53.1,84.7,24.9,PRIORITY-3 (Tier C),0.36,29.7,27.1,464.9,15.3,3.061,1.449,5.8
Zone-M395,Sandur Basin (Karnataka),15.42951,76.11404,52.5,85.7,23.6,PRIORITY-3 (Tier C),0.151,39.6,51.7,518.9,6.1,2.644,2.293,11.1
Zone-M375,Sandur Basin (Karnataka),15.01506,76.3294,52.2,94.4,22.7,PRIORITY-3 (Tier C),0.389,36.6,29.9,337.5,6.1,2.545,1.82,9.7
Zone-M447,Sandur Basin (Karnataka),15.1637,76.85164,52.0,91.9,26.9,PRIORITY-3 (Tier C),0.237,30.1,38.9,594.6,11.6,2.078,1.495,3.9
Zone-M435,Sandur Basin (Karnataka),15.06172,76.62752,50.3,90.5,26.3,PRIORITY-3 (Tier C),0.265,40.3,35.2,453.6,6.8,3.864,1.575,1.8
Zone-M199,Sandur Basin (Karnataka),14.61323,76.45466,49.5,94.4,23.1,PRIORITY-3 (Tier C),0.262,31.5,39.7,545.1,7.3,2.152,1.255,10.5
Zone-M491,Sandur Basin (Karnataka),14.96108,76.49086,48.3,92.7,24.8,PRIORITY-3 (Tier C),0.373,32.3,47.5,355.2,12.9,3.327,2.239,13.8
Zone-M151,Sandur Basin (Karnataka),14.863,77.40185,47.4,95.6,24.5,PRIORITY-3 (Tier C),0.394,41.5,20.0,556.2,22.8,2.181,1.3,10.6
Zone-M283,Sandur Basin (Karnataka),14.83393,76.54159,46.2,84.8,25.1,PRIORITY-3 (Tier C),0.235,29.6,47.3,655.9,5.4,3.806,1.984,4.8
Zone-M367,Sandur Basin (Karnataka),15.27063,76.1589,45.9,95.1,24.8,PRIORITY-3 (Tier C),0.416,40.7,27.6,537.9,9.4,2.2,1.477,5.3
Zone-M207,Sandur Basin (Karnataka),15.4069,77.08689,44.3,94.8,22.4,PRIORITY-3 (Tier C),0.291,34.7,16.0,377.0,11.6,2.638,2.07,7.8
Zone-M181,Bhandara-Nagpur Corridor (MH),21.36232,79.20445,40.3,91.4,20.8,PRIORITY-3 (Tier C),0.392,32.9,42.1,480.2,9.3,3.645,2.396,9.5
